,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,0.0,0.506022,0.323853,0.084473,0.206513,0.14573599999999998,0.102949,0.28965599999999997,0.175557,0.003437,0.254,0.178798,0.05335499999999999,0.136011,0.389816,0.243141,0.160646,16227.571859001257,9736.968549000338,2691.9688409998403,5900.524453000311,4499.81404599995,3052.1254970000386,9197.792688000165,5443.492942000211,84.2205110000044,8397.758138000889,5451.91522099974,1573.4340630000606,4498.13502999954,12245.640481000508,7037.176187000058,5168.090986000166,4.42328e-05,2.5513400000000005e-05,7.3614e-06,1.3827999999999999e-05,1.20777e-05,7.7666e-06,2.4800300000000004e-05,1.4606e-05,3.20413043615795e-07,2.44924e-05,1.4006300000000003e-05,4.531510614905283e-06,1.2920399999999999e-05,3.26284e-05,1.71019e-05,1.4379100000000001e-05,-1.275281912428997e-06,-1.2636091043032266e-06,-1.75908853129826e-07,-2.629800552932579e-06,-4.1177904316986327e-07,-8.280882671510252e-07,-9.96255554175924e-07,-5.294276353614936e-07,-4.6103569870001224e-07,5.891307476530976e-07,-1.0871081937126572e-06,-1.938921564374979e-07,7.721969200711134e-08,-1.72441819226518e-06,-2.1899258903583734e-06,-2.2764135346614725e-07,0.000442328,0.000255134,7.3614e-05,0.00013827999999999998,0.000120777,7.7666e-05,0.00024800300000000006,0.00014606,2.785374e-06,0.000244924,0.00014006300000000003,4.5162324117e-05,0.00012920399999999998,0.00032628400000000004,0.000171019,0.000143791,-7.95641585498066e-06,-6.6710146872621285e-06,-6.095497032558251e-06,-8.949929559662363e-06,-4.196165320994335e-06,-4.061871623923369e-06,-5.69306112347267e-06,-5.3004173030910136e-06,-4.991135663085907e-06,-5.468334555153688e-06,-5.869217195124087e-06,-6.027592852912406e-06,-5.816177785213106e-06,-8.069417964542949e-06,-7.610767505364779e-06,-3.893744383419736e-06,0.00442328,0.0025513400000000005,0.00073614,0.0013827999999999998,0.00120777,0.00077666,0.0024800300000000003,0.0014606,2.76174e-05,0.0024492399999999997,0.0014006300000000001,0.00044765,0.00129204,0.0032628400000000004,0.00171019,0.0014379100000000001,-5.5749829480314755e-05,-5.8793399458304905e-05,-6.048989981143915e-05,-5.417652755090544e-05,-3.401539803597285e-05,-4.059665130659664e-05,-4.6074457661854296e-05,-5.0981879478817726e-05,-4.983190639282788e-05,-5.3830324050130646e-05,-5.386868117100324e-05,-5.8328099850821026e-05,-5.92868530902052e-05,-6.318720364781849e-05,-3.594756482706744e-05,-3.837063519353074e-05
1,0.0,0.500836,0.32126,0.076045,0.256431,0.153353,0.100031,0.28284899999999996,0.165184,0.003437,0.211375,0.18204,0.049627,0.126773,0.40651,0.272476,0.150436,15864.638653000413,9377.2144840002,2355.073132000034,7426.4120560001775,4534.944036999823,3016.8268509999557,8842.243595999835,5004.154429000051,83.03933900000283,6848.957859000792,5254.537047999934,1390.3740009999153,4218.525690999279,12494.716788999842,7595.215164000032,4734.348094999583,4.3640583536169e-05,2.536861891295641e-05,6.5017594899999995e-06,1.836427312e-05,1.24957469222576e-05,7.6531e-06,2.4212061732007003e-05,1.3625460813090002e-05,2.786094239575477e-07,1.96626e-05,1.3757486047207272e-05,4.015241876815706e-06,1.2093900000000001e-05,3.45412099031722e-05,1.9448030873223002e-05,1.3114899999999999e-05,-1.075651264267965e-06,-9.981964414007153e-07,-1.7858917084579558e-07,-2.562005226183254e-06,-3.64815630756664e-07,-7.527859334368457e-07,-8.444888938736232e-07,-4.5062241155037803e-07,-4.922684956554903e-07,3.497524901060145e-07,-8.907074097469489e-07,-3.5923475988987256e-07,7.860182272828509e-08,-1.2269900083534698e-06,-1.988066768869755e-06,-2.6503428813603426e-07,0.000436169,0.000253027,6.4959949e-05,0.000183478312,0.000123934031046,7.653099999999999e-05,0.00024200700000000003,0.000135525,2.7689998456152426e-06,0.000196626,0.000137196978984,3.9579e-05,0.000120939,0.00034490140199999996,0.000194132261223,0.000131149,-8.128504840220893e-06,-8.110230801630414e-06,-6.635615838843571e-06,-8.96799114415911e-06,-8.295977781474473e-06,-6.9802205928108585e-06,-8.111501553334796e-06,-6.069332550048221e-06,-5.308522204141275e-06,-5.9332085691998035e-06,-7.45530686249527e-06,-6.4968892596567585e-06,-6.21121999921682e-06,-9.954030261501041e-06,-9.897023761801961e-06,-7.488984707560838e-06,0.00436169,0.0025302700000000003,0.0006438348999999999,0.0018268800000000001,0.00123046,0.00076531,0.0024200700000000003,0.0013552500000000001,2.6036339835540723e-05,0.00196626,0.00136984,0.00039579000000000003,0.00120939,0.0034459800000000004,0.00193223,0.00131149,-6.100597761898026e-05,-6.37037706115735e-05,-6.463866998145982e-05,-6.886638836360216e-05,-7.495340402690134e-05,-7.051181875943112e-05,-6.796675835694428e-05,-5.41987942867383e-05,-5.261817748908399e-05,-5.6186783410186244e-05,-6.264580990629335e-05,-6.258889815848785e-05,-6.212628521624484e-05,-7.277618139411046e-05,-7.094448914909908e-05,-7.155972735117655e-05
2,0.0,0.45480699999999996,0.30796999999999997,0.077666,0.166967,0.148005,0.093062,0.26015900000000003,0.161943,0.003599,0.249138,0.15918800000000002,0.054488999999999996,0.127584,0.33260500000000004,0.21866799999999997,0.148005,14583.870560999585,8849.03548000018,2416.7031980000406,4767.612688000264,4384.939858999919,2778.97227000005,8198.150828000027,4901.237033000047,84.85873300000647,8040.223391999626,4704.54281499991,1484.524620000144,4252.502442999221,10420.431397000157,6059.99856200005,4691.597765999577,3.97109e-05,2.27258e-05,6.615800000000001e-06,1.0959400000000002e-05,1.18021e-05,7.199300000000001e-06,2.1996500000000002e-05,1.29366e-05,2.9402101640966025e-07,2.3540671555113363e-05,1.19804e-05,4.265800000000001e-06,1.2288399999999999e-05,2.7636600000000002e-05,1.4231721051967454e-05,1.27908e-05,-9.87208226973708e-07,-1.1520124148675473e-06,-1.8132592748936724e-07,-2.1077493307526974e-06,-2.717698304926148e-07,-6.336738887917037e-07,-8.30850535645768e-07,-5.050456632365987e-07,-3.325701221247383e-07,3.949660312136678e-07,-7.417801423757483e-07,-2.3123098141552202e-07,9.860568937785392e-08,-1.3429895031179805e-06,-1.9197254141284205e-06,-2.5990086394426603e-07,0.000397109,0.00022725799999999998,6.615800000000001e-05,0.00010959400000000001,0.000118021,7.1993e-05,0.00021996500000000003,0.000129366,2.8540321428250453e-06,0.000234875,0.000119804,4.2658000000000004e-05,0.000122884,0.000276366,0.000141036,0.000127908,-5.805796934543399e-06,-6.516317061381241e-06,-4.891473615088857e-06,-6.495462014216193e-06,-5.04804621551051e-06,-5.2375510162607225e-06,-4.731988102922206e-06,-4.047127111043943e-06,-3.704627975948003e-06,-4.593261121547221e-06,-5.381403297053125e-06,-5.0782937797689405e-06,-4.866604236669428e-06,-7.048100160381792e-06,-7.623706631244744e-06,-5.571904422964258e-06,0.00397109,0.0022725799999999997,0.00066158,0.0010959400000000001,0.0011802100000000001,0.00071993,0.0021996500000000005,0.00129366,2.4950506453487936e-05,0.00234875,0.00119804,0.00042658,0.00122884,0.0027636600000000002,0.00141036,0.00127908,-4.667098899255166e-05,-4.9880107930076406e-05,-4.724111370968881e-05,-4.96649273810596e-05,-4.4490607414667185e-05,-5.386143039712067e-05,-3.31829065115146e-05,-3.518550010131883e-05,-3.66994458943848e-05,-4.169533509810276e-05,-4.532584688386553e-05,-4.774726236225425e-05,-4.8491311304125375e-05,-5.598625675756888e-05,-5.479889041693147e-05,-5.364305694973215e-05
3,0.0,0.419475,0.281876,0.07280299999999999,0.140549,0.126125,0.087228,0.24200700000000003,0.15075999999999998,0.003437,0.214292,0.146708,0.050275,0.12807000000000002,0.298408,0.18981900000000002,0.140874,13381.635206999701,8190.225454999866,2267.616933000261,3971.7108010000566,3956.2985810003925,2595.359632999918,7552.1728090000215,4569.756593999888,82.47146200000337,6885.312064000195,4301.312643000008,1401.4502980000555,4270.972541000226,9361.644433000443,5247.702978999871,4458.670793000199,3.66316e-05,2.1137500000000002e-05,6.2269000000000005e-06,9.0955e-06,1.08297e-05,6.567200000000001e-06,2.01002e-05,1.2174900000000001e-05,2.9704093608310216e-07,1.9905699999999998e-05,1.10404e-05,4.050340209964543e-06,1.2337e-05,2.51407e-05,1.2201107265748859e-05,1.2126300000000001e-05,-8.235701855256986e-07,-1.0009770149561404e-06,-1.346965553897438e-07,-1.8526965233880074e-06,-2.3532492322934903e-07,-6.831022350185169e-07,-7.89615094746208e-07,-4.2760531371146495e-07,-2.9465585784088034e-07,4.1431129558227374e-07,-6.461626982777555e-07,-2.3333332167643174e-07,1.708753707805282e-07,-1.1133231193932049e-06,-1.7541879374308628e-06,-2.2313977948713322e-07,0.000366316,0.000211375,6.226900000000001e-05,9.0955e-05,0.00010829700000000001,6.5672e-05,0.00020100199999999998,0.000121749,2.809944346644352e-06,0.000199057,0.00011040400000000001,4.0107572183421e-05,0.00012337,0.000251407,0.000121101,0.00012126300000000001,-5.835488954502834e-06,-6.621453386683152e-06,-5.342720451351116e-06,-5.71557311051747e-06,-4.219778352949198e-06,-5.3496099062266674e-06,-6.964479805021538e-06,-6.2586347755083216e-06,-3.3281847732210933e-06,-4.412224895000853e-06,-5.573727232965043e-06,-5.008567660648445e-06,-4.981176531370866e-06,-6.620471407897101e-06,-7.488501052832507e-06,-6.05959707556604e-06,0.00366316,0.00211375,0.0006226900000000001,0.00090955,0.0010829700000000002,0.0006567200000000001,0.00201002,0.00121749,2.5608360600000004e-05,0.0019905699999999997,0.0011040400000000001,0.00040064999999999995,0.0012337000000000001,0.0025140699999999998,0.00121101,0.0012126300000000001,-4.6211413993181684e-05,-5.133109750542375e-05,-5.184305204697592e-05,-5.209476578802844e-05,-3.902965056095917e-05,-5.494868323014919e-05,-5.9949847940081483e-05,-5.765972812246065e-05,-3.338345461300692e-05,-3.9939580048436825e-05,-4.714028270576056e-05,-4.748941266985121e-05,-4.973810935225561e-05,-5.33798691755723e-05,-5.584530322330679e-05,-5.81989805106214e-05
4,0.0,0.442003,0.283497,0.080259,0.145898,0.119966,0.078476,0.25351399999999996,0.155622,0.003437,0.365667,0.149788,0.055138,0.12904200000000002,0.295976,0.179447,0.15481199999999998,13952.792761999925,8632.34787199973,2472.221571999889,4066.8648669997515,3862.4447230001965,2350.924691999869,7791.4077629999565,4930.701836999932,81.83803500000295,11791.974598999857,4590.490287000242,1602.2351090000661,4219.478620999767,9329.05528500025,5184.259069999971,4770.3153399996845,3.7685e-05,2.22234e-05,6.4538e-06,9.4359e-06,1.0732500000000001e-05,6.194500000000001e-06,2.0392000000000004e-05,1.28232e-05,2.899470748725337e-07,3.57547675073422e-05,1.1478e-05,4.562536718092594e-06,1.22073e-05,2.49948e-05,1.2093900000000001e-05,1.25801e-05,-1.5939824216803546e-06,-1.4041009609394319e-06,-4.455800034251692e-07,-1.9417432111358803e-06,-2.2961679324226643e-07,-5.309958441926702e-07,-1.3678280081555748e-06,-7.958764678278675e-07,-5.372586270655096e-07,3.081329248789423e-08,-1.0906779305476718e-06,-8.652851663047314e-08,-1.7411435866818167e-08,-1.4318026496124374e-06,-1.9101479977221406e-06,-6.50985782126604e-07,0.00037685,0.00022223400000000003,6.4538e-05,9.4359e-05,0.000107325,6.1945e-05,0.00020392,0.000128232,2.6514771852781327e-06,0.00035675400000000003,0.00011478,4.5251e-05,0.000122073,0.000249948,0.000120939,0.000125801,-7.760558467225949e-06,-5.922218166891296e-06,-4.111867726163345e-06,-6.181979912279001e-06,-5.986188253698053e-06,-4.610341196048495e-06,-6.458426406570168e-06,-5.4670008064438445e-06,-5.753124412419229e-06,-5.868618215001016e-06,-4.8219594413649334e-06,-3.832788061157102e-06,-3.805983024377941e-06,-5.683448832401154e-06,-6.350849591499839e-06,-5.847467876347845e-06,0.0037685,0.00222234,0.00064538,0.00094359,0.00107325,0.0006194500000000001,0.0020392,0.0012823199999999998,2.4841782209332437e-05,0.00356754,0.0011478,0.00045251,0.00122073,0.00249948,0.00120939,0.00125801,-3.304082717255657e-05,-3.648626891999397e-05,-4.233182852109493e-05,-4.7144014940388656e-05,-5.94891579151937e-05,-4.854928559688622e-05,-5.212335014479243e-05,-5.6526816227379225e-05,-5.740016911730354e-05,-5.088991647581714e-05,-3.9131442739330436e-05,-3.613511326698216e-05,-4.133967076806902e-05,-4.59368827827021e-05,-5.474963105675617e-05,-5.234042798192747e-05
5,0.0,0.448324,0.283335,0.079124,0.161619,0.127746,0.08269,0.254,0.15157,0.003599,0.385278,0.153677,0.055948000000000005,0.12418,0.298246,0.196464,0.151732,14144.01299599978,8451.777946000037,2427.449970000127,4492.180751000036,4031.0232999998625,2463.3860589999645,7792.470278999865,4736.000345999683,85.78747100000734,12522.127181999449,4615.596465000199,1578.8450779999575,4048.718916000074,9265.771060000103,5543.7112989998595,4656.386693000035,3.7766100000000004e-05,2.12023e-05,6.194500000000001e-06,1.0343499999999998e-05,1.09756e-05,6.5024e-06,2.00516e-05,1.2093900000000001e-05,3.090020022309796e-07,3.7331263026638405e-05,1.13159e-05,4.35234079783649e-06,1.17049e-05,2.4265500000000003e-05,1.2531500000000002e-05,1.2142500000000001e-05,-1.9125863445447766e-06,-1.7089955286568302e-06,-5.216286345662527e-07,-2.215354603425172e-06,-3.4708979619465433e-07,-5.597379298505169e-07,-1.5927844519334407e-06,-8.790549831215324e-07,-4.652648950387238e-07,2.8474266455429685e-07,-1.2678755902003889e-06,-2.2538375344489546e-07,-7.452390739283651e-10,-1.854809924741897e-06,-2.2148183394917938e-06,-7.456787376313902e-07,0.00037766100000000006,0.00021202299999999999,6.1945e-05,0.00010343499999999999,0.000109756,6.5024e-05,0.000200516,0.000120939,2.8599286465693013e-06,0.000373285,0.00011315899999999999,4.2982e-05,0.000117049,0.00024265500000000001,0.000125315,0.00012142500000000001,-8.330978412929165e-06,-6.547603291891784e-06,-5.956715521655714e-06,-6.837163424324196e-06,-5.942197069237716e-06,-3.7965926858704935e-06,-6.858883799072149e-06,-4.826428326830081e-06,-5.0505835405924915e-06,-6.053529927359923e-06,-5.964589818290336e-06,-6.062802058335421e-06,-5.6524065584246106e-06,-6.481990699754083e-06,-6.853255314747388e-06,-5.7208125941007115e-06,0.00377661,0.00212023,0.0006194500000000001,0.0010343499999999999,0.00109756,0.00065024,0.00200516,0.00120939,2.5463752369200005e-05,0.00373285,0.00113159,0.00042982000000000003,0.00117049,0.00242655,0.0012531500000000002,0.00121425,-5.7438937492877736e-05,-6.028975857210949e-05,-6.050203247976333e-05,-6.238451773612177e-05,-5.811552814615546e-05,-4.0260459973737136e-05,-4.0604373299860024e-05,-4.9778308145018064e-05,-5.0645505377630756e-05,-5.4207813631158966e-05,-5.6787690798726886e-05,-5.8270501144984644e-05,-5.9859211500801164e-05,-6.347192829344e-05,-5.3274266245526845e-05,-2.9719956493892226e-05
6,0.0,0.44054499999999996,0.297921,0.076045,0.153515,0.141198,0.088524,0.254486,0.159998,0.003437,0.23212,0.152381,0.052705999999999996,0.12904200000000002,0.31380399999999997,0.20213699999999998,0.146708,14129.887689999545,8716.910728999754,2391.9163660001077,4354.693042999892,4290.336602000129,2636.668243000089,8000.942567000045,4868.337896999985,83.70217700000431,7566.826537000179,4562.420204999853,1473.3220690001933,4289.889795999843,9932.155097999785,5674.338509000019,4658.447818999628,3.8608899999999996e-05,2.23044e-05,6.485556240000001e-06,9.970700000000001e-06,1.17697e-05,6.7779e-06,2.1413000000000003e-05,1.2807000000000003e-05,2.942106664500832e-07,2.1899200000000002e-05,1.1559000000000002e-05,4.243793724423874e-06,1.2270976029999999e-05,2.6729000000000004e-05,1.3147300000000002e-05,1.26773e-05,-1.039925297678409e-06,-1.1832816629614018e-06,-1.807448432268187e-07,-2.070653617718802e-06,-2.457396851280862e-07,-6.478569798530191e-07,-9.031525839297033e-07,-5.30493148230429e-07,-4.274956616114854e-07,4.754636771574016e-07,-8.179028050316127e-07,-2.5289092459595094e-07,9.116414487183156e-08,-1.3287297807150075e-06,-1.949245422426131e-06,-2.8957836801437673e-07,0.00038608899999999994,0.000223044,6.4797624e-05,9.9707e-05,0.000117697,6.777899999999999e-05,0.00021413,0.00012807,2.872423133012064e-06,0.00021899200000000002,0.00011559000000000001,4.1968152000000005e-05,0.00012259960299999999,0.00026729000000000005,0.000131473,0.000126773,-5.931059471692398e-06,-6.755385140768653e-06,-5.549195047947203e-06,-6.510109167553392e-06,-6.174477752953207e-06,-3.3391796637567483e-06,-4.770150886019891e-06,-4.661900559519058e-06,-4.660945714863258e-06,-5.0037673164350775e-06,-5.655248565125443e-06,-5.592721373136141e-06,-5.444441480033247e-06,-6.495457957714097e-06,-7.818860817051667e-06,-4.269808534110307e-06,0.0038608899999999996,0.0022304399999999998,0.0006437600000000001,0.00099707,0.00117697,0.00067779,0.0021413,0.0012807000000000003,2.464e-05,0.00218992,0.0011559,0.00041848000000000005,0.00122397,0.0026729,0.00131473,0.00126773,-4.818084382687473e-05,-5.430827667133657e-05,-5.4053977783490445e-05,-5.6426253919746576e-05,-5.7155448161715655e-05,-3.334169298186126e-05,-3.637953550260947e-05,-4.2234990533594914e-05,-4.65645312267912e-05,-4.743877776236229e-05,-4.918603928169345e-05,-5.330104852550644e-05,-5.434321068973186e-05,-5.734239276273502e-05,-6.111050395641383e-05,-2.1197569722260956e-05
7,0.0,0.498567,0.320449,0.083338,0.20537800000000003,0.158864,0.10278699999999999,0.28284899999999996,0.173126,0.003599,0.272962,0.17669200000000002,0.054002999999999995,0.135363,0.37215,0.234389,0.159998,15980.459263000523,9654.118238000354,2665.3249479998876,5870.463316000223,4870.218466999761,3063.2769230000326,8988.115198999492,5404.965413000233,84.32288100000584,9066.469476000306,5416.777689999692,1599.457656000173,4484.62404999951,11668.877916000263,6790.540567999975,5155.227776999777,4.3065800000000004e-05,2.47679e-05,7.2641000000000005e-06,1.3147300000000002e-05,1.24991e-05,7.7179e-06,2.38441e-05,1.4298100000000001e-05,2.942698286149996e-07,2.6453499999999997e-05,1.3584900000000001e-05,4.6062e-06,1.29366e-05,3.02946e-05,1.57243e-05,1.4057206470951955e-05,-1.6424063342392786e-06,-1.4854926590829757e-06,-2.461536502310559e-07,-2.8610125712075144e-06,-8.726475361373713e-07,-8.298881059511526e-07,-1.203820903965414e-06,-6.503915152714146e-07,-6.72806188075519e-07,6.604795227205095e-07,-1.2017684938148847e-06,-3.8522369047683407e-07,6.781349025746329e-08,-2.22501143979251e-06,-2.336238121726109e-06,-3.44778346007719e-07,0.000430658,0.000247679,7.2641e-05,0.000131473,0.000124991,7.7179e-05,0.000238441,0.000142981,2.8781829652390456e-06,0.000264535,0.000135849,4.6062e-05,0.000129366,0.000302946,0.000157243,0.00014038699999999998,-8.163350893824664e-06,-6.548956660279598e-06,-4.047535421460761e-06,-8.932586957998563e-06,-6.803304224173432e-06,-6.098335519391558e-06,-6.781993753422808e-06,-6.976204553791579e-06,-7.122919173894649e-06,-7.660245018150352e-06,-8.176913478863624e-06,-8.10208386917656e-06,-4.553519617688504e-06,-7.900854283654785e-06,-7.602162629594452e-06,-6.037418564214805e-06,0.00430658,0.00247679,0.00072641,0.00131473,0.0012499100000000001,0.00077179,0.00238441,0.00142981,2.5424012898030855e-05,0.00264535,0.00135849,0.00046062,0.00129366,0.00302946,0.0015724299999999999,0.0014038699999999998,-7.708464444327553e-05,-5.517788702473108e-05,-4.044718377401563e-05,-5.443790088435513e-05,-6.625149589789724e-05,-6.40002691583151e-05,-6.727126412408103e-05,-6.872245338992136e-05,-7.135120307138369e-05,-7.614791809298224e-05,-7.892935390254052e-05,-7.890175604186913e-05,-4.694354510881585e-05,-4.405112866427405e-05,-6.229727435022664e-05,-6.0869483946344176e-05
8,0.0,0.487708,0.30748400000000004,0.079935,0.20780900000000002,0.155136,0.111052,0.274097,0.16356400000000001,0.003599,0.263238,0.167291,0.051248,0.131636,0.36275,0.23082399999999997,0.153515,15504.330084000903,9161.34833700034,2538.245560000149,5875.142420000216,4706.271669999978,3284.2058249999,8613.67305899929,5047.743423000184,87.04100500000861,8763.889010999012,5105.388003000027,1499.1465799999864,4355.125335,11273.066745999908,6641.377421999969,4901.638480999865,4.18341e-05,2.3341700000000004e-05,6.8427000000000006e-06,1.3277e-05,1.2288399999999999e-05,8.2366e-06,2.28717e-05,1.3196e-05,3.374689696478939e-07,2.5610700000000005e-05,1.2758400000000001e-05,4.2334e-06,1.2547700000000002e-05,2.92087e-05,1.5416400000000004e-05,1.33256e-05,-1.6541280855443285e-06,-1.5240786212041044e-06,-2.879414068516143e-07,-2.849292047576012e-06,-7.241409806702441e-07,-9.820016959843372e-07,-1.1930250123088082e-06,-6.601758114931572e-07,-4.033673590999977e-07,5.680719276581957e-07,-1.2071824766233784e-06,-2.7820489349043955e-07,6.334729056539127e-08,-2.309735956671026e-06,-2.36089373075528e-06,-3.7617527800730343e-07,0.00041834099999999997,0.000233417,6.8427e-05,0.00013277,0.000122884,8.236599999999999e-05,0.000228717,0.00013196,2.885568858368171e-06,0.00025610700000000005,0.000127584,4.2334e-05,0.000125477,0.000292087,0.00015416400000000004,0.000133256,-8.198833243390691e-06,-7.363260854516314e-06,-6.789849686721038e-06,-9.269779207149476e-06,-8.820492485039986e-06,-6.959469219562071e-06,-7.409478755682259e-06,-5.579547112712569e-06,-4.4245528132144075e-06,-5.297519647268786e-06,-6.46595708184374e-06,-6.894586704855029e-06,-6.566268951235392e-06,-8.207310207214252e-06,-8.381853249824067e-06,-7.436317884821467e-06,0.004183409999999999,0.00233417,0.0006842700000000001,0.0013277,0.00122884,0.0008236599999999999,0.0022871700000000003,0.0013196,2.6260000000000003e-05,0.0025610700000000004,0.00127584,0.00042333999999999997,0.00125477,0.00292087,0.0015416400000000004,0.0013325599999999998,-6.495507977819678e-05,-6.758995191112632e-05,-6.781022318646642e-05,-6.820252408213855e-05,-8.61564266475165e-05,-7.269985220066785e-05,-7.4218108851711e-05,-5.434626351697925e-05,-4.379134538080662e-05,-5.301116919865187e-05,-6.24078730016237e-05,-6.705493601699152e-05,-6.633233228601515e-05,-6.757561493434231e-05,-7.038901954225613e-05,-7.472355528063294e-05
9,0.0,0.444434,0.294032,0.079935,0.161943,0.117373,0.078962,0.255134,0.160484,0.003437,0.363236,0.157405,0.056434000000000005,0.13001500000000002,0.319801,0.20473,0.15546,14290.707659000322,8881.701345000276,2486.57964100001,4742.548782999913,3797.1847010004094,2374.0187129998317,8015.307397999877,5051.075055999852,80.51536000000118,11795.0129040002,4845.039857999707,1621.537470999811,4253.536600999977,10303.609357000232,5853.866885999887,4837.7729379999155,3.9305800000000006e-05,2.35037e-05,6.5996e-06,1.15915e-05,1.0635200000000001e-05,6.2917e-06,2.1591300000000005e-05,1.32608e-05,2.927261308864944e-07,3.5210970242721875e-05,1.24991e-05,4.704425581846218e-06,1.23046e-05,2.84956e-05,1.44763e-05,1.29366e-05,-8.457533786602784e-07,-8.625198284227085e-07,-3.744197175701033e-07,-1.5963070829575692e-06,-6.694748164390036e-08,-4.859991408670331e-07,-8.762996146514632e-07,-6.078271289368345e-07,-5.829905610093632e-07,3.392743177726131e-07,-7.326095865363443e-07,-3.2312735763031454e-07,3.155727576282158e-08,-6.480860429831615e-07,-1.2599367608992412e-06,-5.144060676685235e-07,0.000393058,0.000235037,6.5996e-05,0.000115915,0.000106352,6.291700000000001e-05,0.00021591300000000003,0.00013260800000000002,2.733684447722955e-06,0.000351243,0.000124991,4.6710000000000005e-05,0.000123046,0.000284956,0.000144763,0.000129366,-6.79542940925696e-06,-7.590620631197136e-06,-6.824515510904593e-06,-7.850566557004432e-06,-8.140752315011493e-06,-4.441154378662226e-06,-5.6758117207551156e-06,-5.726853109903184e-06,-6.2123575844955984e-06,-7.385431249947113e-06,-7.416257499194867e-06,-7.054366971438866e-06,-6.524899710277182e-06,-8.03756363192595e-06,-9.627879720585932e-06,-5.7159449052923055e-06,0.00393058,0.00235037,0.00065996,0.00115915,0.00106352,0.00062917,0.0021591300000000004,0.00132608,2.3669943254621996e-05,0.00351243,0.0012499100000000001,0.0004671,0.00123046,0.00284956,0.00144763,0.00129366,-6.764993790636567e-05,-6.891053118002994e-05,-6.879053871977362e-05,-7.595107387860987e-05,-8.032388681904388e-05,-4.600997203300002e-05,-5.0859426000266864e-05,-5.740361419964437e-05,-6.220103230754552e-05,-6.590592677201334e-05,-6.967477595058994e-05,-6.829635385453272e-05,-6.813059533106366e-05,-7.479495715583903e-05,-7.877912305132709e-05,-4.415740118158778e-05
